age,job,marital,education,balance,duration,poutcome,FDcreated
31,7,1,1,0.04435056807240516,136,0,0
41,1,0,1,0.026899191218948584,12,1,0
41,4,1,2,0.02659830541113037,163,0,0
31,0,2,2,0.0272843250529559,119,0,0
38,1,1,1,0.02413104178702099,168,0,0
40,4,1,1,0.10325197381089929,297,0,0
52,4,0,0,0.022807144232620837,365,1,0
31,4,1,2,0.024359715000962835,9,1,0
37,9,1,1,0.019617754669747738,121,0,0
58,7,1,0,0.028006450991719622,41,0,0
60,0,0,1,0.022181301752358946,1658,0,1
37,10,0,1,0.02356537646832274,120,0,0
28,1,2,1,0.028897072982861545,91,2,0
32,1,2,0,0.040126131330637395,72,1,0
60,9,1,1,0.03638311188137878,67,0,0
43,0,2,1,0.026393703061813982,24,1,0
41,1,1,0,0.02267475447718082,620,2,0
36,7,2,1,0.027693529751588678,15,0,0
46,9,1,0,0.031316194877720006,80,0,0
47,4,1,2,0.02267475447718082,138,1,0
57,0,0,1,0.017439341421143846,89,0,0
34,9,2,1,0.02685104948969767,154,0,0
45,1,1,1,0.03201424995185827,232,0,0
35,4,2,2,0.03548045445792413,69,1,0
47,6,1,2,0.021711919892162528,150,0,0
54,5,2,1,0.028873002118236086,115,0,0
35,0,0,1,0.024877238590410168,12,0,0
47,6,1,2,0.03371124590795301,518,0,0
38,4,1,2,0.029522915463123436,105,0,0
49,5,0,1,0.019449258617369534,42,0,0
35,4,2,1,0.10462401309455036,139,0,0
27,6,0,1,0.02466060080878105,1160,0,0
42,9,1,1,0.03193000192566917,187,0,0
33,1,2,2,0.026887155786635857,148,0,0
55,9,1,1,0.028897072982861545,47,0,0
58,7,1,1,0.02222944348160986,150,0,0
56,9,2,0,0.024419892162526477,124,1,0
33,9,2,1,0.022795108800308106,71,0,0
28,1,1,1,0.03635904101675332,129,1,0
32,3,1,0,0.020460234931638746,129,0,0
46,2,1,1,0.024143077219333717,1047,0,0
33,4,1,2,0.2386626227614096,195,0,0
52,1,1,0,0.026526092817253995,306,1,0
40,1,1,0,0.02810273445022145,356,0,0
34,4,1,2,0.02267475447718082,787,1,1
37,1,1,1,0.030955131908338148,158,0,0
50,1,1,0,0.03301319083381475,56,0,0
49,1,1,0,0.02837954939341421,152,0,0
33,0,1,1,0.02685104948969767,7,0,0
33,4,0,2,0.012468707875986905,12,1,0
35,4,1,2,0.02693529751588677,117,1,0
33,9,2,1,0.02267475447718082,47,1,0
30,1,1,0,0.025599364529173888,133,0,0
56,9,0,1,0.02267475447718082,139,0,0
43,1,1,1,0.02423936067783555,146,0,0
32,1,1,0,0.024877238590410168,308,1,0
27,1,2,1,0.029161852493741574,268,0,0
33,9,1,1,0.02267475447718082,176,0,0
34,0,2,1,0.02268678990949355,185,1,0
32,9,1,1,0.023950510302330058,12,1,0
27,0,2,1,0.01605526670518005,176,1,0
30,4,2,2,0.0680844405931061,75,0,0
32,6,2,1,0.02700751010976314,175,0,0
33,1,2,2,0.031099557096090892,126,2,1
36,6,1,1,0.037658867706528015,8,2,0
56,4,0,2,0.0287526477951088,108,1,0
39,1,1,1,0.022915463123435394,686,0,0
46,7,1,1,0.029426632004621606,84,0,0
29,10,2,2,0.02267475447718082,102,1,0
40,9,1,2,0.028885037550548817,175,1,0
48,9,1,2,0.024480069324090123,168,0,0
54,1,1,1,0.04731128442133641,150,0,0
35,1,2,1,0.02267475447718082,226,1,0
35,1,1,1,0.021471211245907954,13,0,0
58,1,1,0,0.023180242634315423,96,0,0
48,1,1,0,0.030894954746774506,144,0,0
46,7,1,1,0.031003273637589063,388,0,0
49,10,2,2,0.030269112266512615,140,1,0
31,1,2,1,0.023180242634315423,473,1,0
54,4,1,1,0.05751733102253033,20,0,0
47,1,1,1,0.02267475447718082,168,1,0
40,1,1,0,0.06434142114384749,171,1,0
28,4,2,2,0.02730839591758136,79,0,0
37,10,1,1,0.026959368380512227,33,0,0
33,9,2,1,0.02267475447718082,91,1,0
42,4,2,2,0.03814028499903716,21,1,0
51,0,1,1,0.019918640477565953,18,1,0
34,0,1,1,0.02267475447718082,97,0,1
36,9,1,2,0.02386626227614096,86,0,0
37,7,2,1,0.02565954169073753,77,0,0
38,4,1,2,0.024889274022722896,64,0,0
51,9,1,2,0.03888648180242634,160,0,1
40,1,1,1,0.08357404197958791,154,2,1
39,4,1,1,0.02704361640670133,67,0,0
31,0,2,1,0.029342383978432505,80,0,0
28,0,1,2,0.02476891969959561,56,0,0
54,4,0,2,0.3392788368958213,27,0,0
31,4,2,1,0.02267475447718082,112,0,0
37,0,1,1,0.038489312536106296,118,0,1
43,4,0,2,0.023108030040439053,61,0,0
45,9,1,1,0.05159589832466782,147,0,0
33,4,2,2,0.06542461005199307,158,0,1
54,4,1,2,0.05829963412285769,94,0,0
35,8,2,1,0.02493741575197381,75,0,1
44,0,0,1,0.027452821105334105,127,1,1
51,9,1,1,0.025021663778162912,105,0,0
59,4,1,2,0.04471163104178702,122,0,0
39,9,1,1,0.07203206239168111,146,1,1
56,4,0,2,0.031364336606970925,134,0,0
25,8,1,2,0.08192518775274407,266,1,0
56,7,0,1,0.033927883689582126,112,0,0
35,9,0,1,0.056650779896013866,74,0,0
49,6,1,2,0.028728576930483342,118,0,0
36,0,1,1,0.03140044290390911,123,0,0
36,9,1,1,0.09950895436164067,59,0,0
30,4,2,2,0.08960379356826498,195,2,1
37,4,1,2,0.03119584055459272,32,0,0
38,9,1,1,0.08423599075678799,99,2,1
39,1,2,0,0.02966734065087618,233,1,1
34,4,1,2,0.035143462353167725,78,0,0
54,4,1,2,0.02804255728865781,133,1,0
60,5,1,1,0.027537069131523203,308,0,1
53,4,1,1,0.05508617369535914,90,0,1
45,0,0,1,0.05099412670903139,182,1,1
31,4,0,2,0.03330204120932024,112,0,1
44,4,2,2,0.02848786828422877,207,2,1
38,4,1,2,0.03592576545349509,78,0,0
29,9,1,2,0.030810706720585404,93,0,0
37,10,2,2,0.03851338340073175,350,0,1
34,4,1,2,0.042822068168688616,113,0,0
28,1,2,1,0.027332466782206816,61,1,0
56,4,1,1,0.0458790679761217,61,0,0
48,9,1,1,0.04651694588869632,291,2,0
37,7,2,1,0.03525178124398228,406,0,1
30,4,1,2,0.12002936645484306,232,0,1
59,0,1,1,0.06762709416522242,203,0,1
41,4,2,2,0.02411900635470826,81,1,0
34,9,1,1,0.027368573079145003,95,0,1
38,0,1,2,0.04660119391488542,164,0,1
46,0,1,1,0.016392258809936455,243,1,1
32,4,2,2,0.04208790679761217,253,0,0
34,9,2,2,0.05466493356441363,265,0,0
29,4,1,2,0.02568361255536299,371,1,0
32,9,2,2,0.02739264394377046,957,0,0
39,9,0,1,0.030955131908338148,233,0,0
59,5,1,1,0.035131426920855,126,0,0
33,0,2,1,0.02610485268630849,427,1,0
47,1,1,1,0.027464856537646833,274,0,0
37,4,1,1,0.03687656460620065,786,1,0
32,7,2,2,0.0436525129982669,1156,1,0
54,5,1,1,0.03475832851916041,479,0,0
35,9,1,1,0.02267475447718082,295,1,0
46,6,0,2,0.03381956479876757,463,0,0
49,0,1,0,0.03093106104371269,286,1,0
34,1,1,1,0.04583092624687079,161,0,0
45,7,0,1,0.027440785673021374,251,0,0
58,4,0,2,0.026465915655690352,121,0,0
49,4,0,2,0.27213316002310806,285,0,0
49,0,1,1,0.02486520315809744,303,0,0
33,1,1,1,0.06571346042749855,124,1,0
36,9,1,1,0.07819420373579819,320,0,0
39,9,1,1,0.028788754092046988,598,0,0
48,7,1,1,0.02267475447718082,146,0,0
46,6,1,1,0.02231369150779896,164,0,0
35,6,1,2,0.02941459657230888,58,0,0
35,6,1,2,0.03771904486809166,361,1,0
58,9,1,1,0.02268678990949355,333,0,0
35,4,2,2,0.0750048141729251,1074,0,0
32,0,1,2,0.0254790102060466,77,0,0
30,4,2,2,0.02267475447718082,293,0,0
53,1,1,0,0.03963267860581552,464,0,0
40,4,1,0,0.03155690352397458,399,0,0
35,1,1,1,0.0544844020797227,96,1,0
57,4,1,2,0.042304544579241286,254,0,0
37,4,1,2,0.028560080878105142,246,0,0
38,9,1,1,0.01760783747352205,187,0,0
54,5,1,0,0.02431157327171192,352,0,0
56,0,1,0,0.02267475447718082,353,0,0
50,4,1,2,0.02765742345465049,707,0,1
24,7,2,1,0.028644328904294244,297,0,0
35,0,1,1,0.061031677257847104,445,0,0
31,7,2,1,0.03103937993452725,314,0,0
34,1,2,1,0.0219526285384171,84,0,0
38,9,1,1,0.025984498363181206,277,0,0
56,5,1,1,0.07019064124783363,484,0,0
39,4,1,1,0.028897072982861545,240,0,0
43,10,1,1,0.04605959946081263,273,0,0
28,9,2,2,0.024744848834970152,100,0,0
42,2,1,2,0.04974244174850761,362,0,0
33,0,1,2,0.04236472174080493,105,0,0
36,9,0,1,0.030690352397458116,190,1,0
55,1,0,1,0.04208790679761217,296,0,1
44,2,2,2,0.036347005584440595,345,1,0
49,9,1,2,0.028969285576737915,203,2,0
48,0,1,0,0.07634074715963797,439,0,0
40,2,1,2,0.05449643751203543,235,0,0
44,1,1,0,0.03004043905257077,1091,0,0
39,9,2,2,0.023324667822068167,204,0,0
41,6,1,1,0.06026140958983247,1203,0,1
37,0,1,1,0.0387420566146736,309,1,0
50,4,1,2,0.023890333140766416,43,0,0
37,4,1,0,0.07025081840939726,610,0,0
43,4,0,2,0.022915463123435394,590,0,0
40,4,1,2,0.02610485268630849,322,2,0
34,9,2,1,0.05551944925861737,945,2,0
35,1,1,1,0.025924321201617563,332,0,0
45,1,1,1,0.021796167918351626,551,0,0
33,9,2,2,0.024203254380897363,583,0,1
38,9,2,1,0.17824475255151165,271,0,0
32,7,1,1,0.02740467937608319,211,0,0
47,0,2,1,0.04125746196803389,104,0,0
45,1,1,1,0.024431927594839208,294,0,0
39,4,2,2,0.05458068553822453,139,1,0
44,4,1,1,0.12211149624494512,150,0,0
30,9,2,1,0.1448584633160023,1108,0,0
44,1,1,1,0.029234065087617948,122,0,0
35,9,1,1,0.08950751010976314,371,0,0
40,0,2,1,0.028235124205661467,272,1,0
40,1,1,0,0.04834633160023108,377,0,0
37,0,1,1,0.03720152127864433,1353,2,1
37,9,2,2,0.07013046408626998,1138,0,1
59,7,1,0,0.041474099749663006,471,1,0
42,1,1,0,0.029583092624687078,357,0,0
46,0,2,1,0.031785576737916425,342,0,0
33,0,2,1,0.05341324860388985,125,0,0
41,0,0,1,0.025924321201617563,143,0,0
36,9,1,1,0.02267475447718082,583,1,0
46,0,0,1,0.037093202387829774,837,1,0
41,9,1,1,0.048972174080492974,157,1,0
33,7,1,1,0.027332466782206816,327,0,0
43,1,1,1,0.03353071442326208,91,0,0
33,4,1,2,0.030654246100519932,381,0,0
36,1,2,1,0.064895051030233,183,0,0
31,4,1,1,0.03019689967263624,424,0,0
33,1,2,1,0.031171769689967262,329,0,0
53,1,0,1,0.04568650105911804,210,0,0
40,0,1,1,0.053858559599460815,389,1,0
32,1,1,1,0.03347053726169844,293,0,0
53,1,1,0,0.02331263238975544,208,0,0
29,6,2,2,0.040210379356826496,89,1,0
35,2,1,2,0.045048623146543426,157,0,0
31,1,1,0,0.041943481609859425,615,0,0
37,9,0,2,0.036804352012324286,436,0,0
41,7,1,1,0.02804255728865781,93,0,0
39,1,2,0,0.02966734065087618,620,2,0
48,7,1,1,0.030678316965145388,271,0,0
42,9,0,0,0.08376660889659157,99,1,0
35,4,1,2,0.02267475447718082,139,1,0
33,1,1,0,0.03548045445792413,311,0,0
35,4,2,2,0.031268053148469095,263,0,0
43,9,2,1,0.0827315617176969,58,0,0
24,0,2,1,0.022734931638744463,66,0,0
49,2,0,2,0.0388263046408627,253,0,0
36,7,1,1,0.04368861929520508,15,0,0
36,0,0,1,0.026959368380512227,244,0,0
31,8,2,1,0.03152079722703639,88,1,0
44,10,1,1,0.03143654920084729,185,0,0
41,4,1,2,0.022734931638744463,542,0,0
34,10,1,1,0.02782591950702869,221,1,0
40,1,2,0,0.02804255728865781,594,0,0
38,1,1,1,0.10685056807240516,169,0,0
42,9,1,1,0.0254790102060466,98,0,0
36,1,2,1,0.04460331215097246,952,1,1
35,1,1,1,0.05789042942422492,182,0,0
37,0,2,1,0.03242345465049105,376,0,0
35,9,2,2,0.028186982476410553,2129,0,0
55,6,1,1,0.16901357596764877,179,0,0
39,0,1,1,0.02528644328904294,284,0,0
48,4,1,1,0.07581118813787792,1032,0,1
34,8,2,2,0.06364336606970922,420,0,0
36,6,1,0,0.035841517427305986,291,0,0
45,1,1,0,0.02304785287887541,393,1,0
32,9,1,1,0.02632149046793761,150,0,1
38,9,1,2,0.06159734257654535,281,2,0
40,2,1,2,0.05047660311958405,120,0,0
50,9,2,1,0.021507317542846138,425,0,0
32,9,1,1,0.04615588291931446,518,0,0
33,4,2,2,0.02650202195262854,1190,1,1
44,0,1,1,0.04442278066628153,229,0,0
35,4,1,2,0.04343587521663778,180,0,0
35,4,1,2,0.02296360485268631,169,0,0
39,7,1,1,0.031123627960716348,303,0,0
30,7,2,1,0.037935682649720776,105,1,1
26,1,1,1,0.026911226651261312,213,1,0
37,9,1,1,0.028969285576737915,171,0,0
38,1,2,1,0.053726169844020795,1691,0,1
30,4,1,2,0.026971403812824958,78,1,0
37,7,2,1,0.02565954169073753,417,0,0
58,5,0,2,0.08589688041594454,162,0,0
38,1,1,1,0.1893534565761602,286,0,0
32,9,1,1,0.026814943192759483,68,0,0
33,1,1,0,0.02665848257269401,435,0,0
36,1,1,0,0.0555314846909301,105,0,0
57,1,1,1,0.039668784902753704,89,0,0
41,7,1,1,0.032339206624301946,592,0,1
34,4,1,2,0.02458838821490468,150,1,0
39,4,1,2,0.02594839206624302,85,1,0
33,9,2,1,0.031328230310032734,448,0,1
51,1,0,0,0.024540246485653765,220,0,0
39,9,1,1,0.03420469863277489,141,0,0
42,4,1,2,0.04401357596764876,311,0,0
29,1,2,1,0.026453880223377624,161,1,0
32,0,1,1,0.02740467937608319,236,0,0
34,10,1,1,0.02794627383015598,272,0,0
35,0,1,1,0.02458838821490468,259,0,0
42,9,1,1,0.028548045445792414,230,1,0
51,1,1,0,0.08442855767379165,348,0,0
34,7,2,0,0.022975640284999037,96,1,0
42,2,1,1,0.02267475447718082,331,0,1
34,9,1,1,0.034854611977662237,353,2,0
30,1,1,1,0.024805025996533794,62,0,0
40,4,0,2,0.038501347968419024,466,0,0
43,1,1,1,0.03066628153283266,290,0,0
55,6,1,1,0.05165607548623147,327,0,0
31,7,2,1,0.033506643558636626,221,0,0
41,1,1,0,0.0667003658771423,268,0,0
37,9,2,1,0.04181109185441941,121,1,0
40,1,1,1,0.041377816291161176,385,0,0
34,2,1,1,0.04490419795879068,543,0,0
38,0,2,2,0.011866936260350472,345,0,0
34,7,1,1,0.027537069131523203,208,0,0
34,0,1,2,0.0334946081263239,627,0,0
28,4,0,2,0.025430868476795685,1042,1,1
35,2,1,2,0.11850086655112652,275,0,0
36,9,1,1,0.029522915463123436,265,0,0
39,9,1,2,0.03664789139225881,236,0,0
41,1,1,1,0.022000770267668016,137,1,0
42,2,1,2,0.03552859618717504,444,0,0
45,1,1,1,0.023830155979202773,348,0,1
34,0,1,1,0.0407158675139611,186,0,0
52,1,1,1,0.12112459079530137,81,0,0
45,0,2,1,0.034060273445022146,754,0,0
60,4,1,0,0.025707683419988445,123,0,0
49,1,2,1,0.13077700751010976,470,0,0
31,4,1,2,0.026971403812824958,201,0,0
31,1,1,1,0.043327556325823226,542,1,0
38,0,0,1,0.06881860196418256,363,0,0
43,1,1,0,0.03817639129597535,136,0,0
38,1,1,1,0.042689678413248604,217,0,0
42,1,1,0,0.1157688234161371,166,0,0
41,9,1,2,0.03249566724436742,520,0,0
34,4,1,2,0.03610629693818602,120,0,0
43,1,0,0,0.028873002118236086,199,0,0
33,4,2,2,0.025262372424417485,1058,0,0
44,6,2,2,0.03912719044868092,1232,1,1
35,1,1,1,0.02411900635470826,269,0,0
44,7,1,1,0.040126131330637395,356,0,0
41,4,1,2,0.017186597342576545,427,0,0
45,9,2,0,0.025527151935297514,110,0,0
33,4,1,2,0.02267475447718082,535,0,1
25,8,2,1,0.04391729250914693,111,0,0
31,1,2,1,0.030004332755632582,1126,0,0
33,0,2,1,0.029559021760061623,344,0,1
37,9,1,1,0.02837954939341421,85,0,0
54,0,1,1,0.06041787020989794,104,0,0
32,1,1,1,0.02484113229347198,179,1,0
29,7,1,1,0.030979202772963604,553,1,0
44,0,0,1,0.02267475447718082,1594,0,1
38,0,1,1,0.03189389562873098,461,0,0
27,6,1,2,0.14308925476603118,163,0,0
34,1,2,1,0.02324041979587907,232,0,0
43,1,1,0,0.050031292124013096,424,0,0
32,4,2,2,0.029583092624687078,259,0,0
36,1,1,1,0.02658626997881764,119,0,0
52,7,1,1,0.05762564991334489,201,0,0
52,4,1,2,0.04607163489312536,238,0,0
35,0,1,1,0.08586077411900636,343,0,0
43,7,1,0,0.053449354900828035,165,0,1
32,7,1,1,0.03626275755825149,903,0,1
40,7,0,1,0.03545638359329867,389,0,0
33,4,2,2,0.037971788946658966,636,0,1
46,4,1,1,0.07208020412093202,115,0,0
32,9,2,1,0.030786635855959945,169,0,0
53,6,0,1,0.12030618139803581,75,0,0
32,9,1,1,0.019160408241864046,301,0,0
31,1,1,1,0.03628682842287695,126,0,0
36,4,1,1,0.03663585595994608,56,0,0
34,7,2,1,0.025009628345850184,149,1,0
50,6,1,2,0.025105911804352014,107,0,0
41,1,1,1,0.02528644328904294,375,0,0
29,4,1,2,0.0912526477951088,437,0,0
38,9,2,1,0.12354371269015983,82,0,0
54,1,0,0,0.05464086269978818,1187,2,0
32,4,2,2,0.07058781051415366,362,0,0
42,0,0,1,0.05152368573079145,239,0,0
50,7,1,1,0.025731754284613904,397,0,0
44,1,1,0,0.07780906990179087,520,0,0
38,4,2,2,0.096788946658964,139,0,1
37,1,2,2,0.06659204698632774,623,0,0
34,9,2,1,0.05468900442903909,158,0,0
40,0,2,1,0.034529655305218565,313,1,0
34,9,2,2,0.03944011168881186,540,2,0
37,4,2,2,0.03321779318313114,140,0,0
52,1,1,0,0.026056710957057576,55,1,0
32,1,1,1,0.0220368765646062,648,1,1
33,7,1,1,0.03948825341806278,370,0,0
39,9,1,1,0.02267475447718082,137,0,0
32,1,2,1,0.03182168303485461,445,1,0
36,1,1,0,0.02812680531484691,176,0,0
32,6,2,1,0.025105911804352014,827,0,0
29,1,2,1,0.03750240708646255,258,0,0
42,9,0,1,0.049020315809743885,67,1,0
33,3,2,2,0.30746918929327943,199,0,0
35,4,2,2,0.03892258809936453,185,0,0
43,1,2,1,0.03839302907760447,243,0,0
32,9,2,1,0.026393703061813982,346,0,0
29,0,0,1,0.02976362410937801,262,1,0
41,0,1,1,0.04189533988060851,461,0,0
57,1,0,0,0.08334536876564606,284,0,0
34,9,2,1,0.028523974581166955,204,0,0
39,1,1,0,0.02829530136722511,232,0,0
39,4,1,2,0.023432986712882728,479,0,0
33,4,2,1,0.014671191989216252,324,0,0
34,9,1,2,0.026911226651261312,288,1,0
52,0,1,1,0.03445744271134219,156,1,0
31,9,2,2,0.05312439822838436,60,0,0
37,7,1,1,0.026826978625072214,114,0,0
36,1,0,1,0.060008665511265165,188,0,0
58,1,1,1,0.1213051222799923,104,0,0
33,1,1,0,0.026995474677450414,130,0,0
52,2,2,2,0.06442566917003659,583,2,1
50,1,1,1,0.03260398613518198,18,0,0
30,4,2,2,0.031412478336221836,39,0,0
31,1,1,1,0.04651694588869632,198,0,0
35,0,2,1,0.021459175813595223,275,1,0
38,7,0,1,0.033554785287887544,361,0,0
24,1,2,1,0.028993356441363374,253,0,0
37,9,0,2,0.04388118621220874,309,0,0
39,7,0,1,0.046228095513190834,350,0,0
35,9,1,1,0.029234065087617948,1579,0,1
39,4,0,1,0.022470152127864434,316,0,0
29,1,1,0,0.14357067205854035,617,0,0
46,1,2,0,0.023830155979202773,99,0,0
54,3,1,1,0.03153283265934912,268,0,0
33,6,2,2,0.03897072982861544,270,0,0
54,1,1,1,0.02267475447718082,1366,0,0
39,4,1,2,0.030991238205276335,517,0,0
51,2,1,1,0.02267475447718082,432,0,0
35,1,2,1,0.02267475447718082,1174,1,1
57,0,0,0,0.025166088965915656,284,0,0
47,2,1,1,0.03922347390718275,272,0,0
48,7,1,1,0.02920999422299249,152,0,0
46,7,1,1,0.041329674561910265,126,0,0
38,1,1,0,0.04164259580204121,144,1,0
33,4,1,2,0.05205324475255151,257,0,0
30,1,2,1,0.02803052185634508,218,0,0
40,6,1,1,0.02304785287887541,174,0,0
32,1,2,0,0.02902946273830156,219,0,0
31,1,2,1,0.03717745041401887,462,1,0
29,0,1,1,0.04820190641247834,281,1,0
27,1,1,1,0.04880367802811477,130,1,0
30,0,1,2,0.022987675717311765,62,0,0
42,0,1,1,0.12182264586943962,102,1,0
31,1,2,1,0.03296504910456383,94,0,0
40,9,1,0,0.030425572886578087,118,0,0
38,1,0,1,0.030064509917196225,314,0,0
30,0,2,1,0.03251973810899288,66,0,0
54,1,1,0,0.06082707490853072,140,0,0
32,6,2,2,0.028921143847487,317,0,0
43,1,1,0,0.05299200847294435,257,1,0
38,0,1,1,0.026056710957057576,235,0,0
36,4,2,2,0.0803004043905257,241,0,0
36,1,2,0,0.03153283265934912,114,0,0
37,9,1,1,0.02267475447718082,657,1,0
36,9,2,2,0.028331407664163297,123,2,0
48,1,1,1,0.02403475832851916,255,1,0
37,1,1,1,0.05695166570383208,280,0,0
31,4,2,2,0.026514057384941267,302,0,0
44,4,0,2,0.051824571538609664,399,0,0
47,4,1,2,0.023986616599268245,91,0,0
42,1,1,0,0.02941459657230888,122,0,0
32,7,1,1,0.03799585981128442,1365,0,1
38,6,1,2,0.047756595416907376,71,0,0
42,7,1,1,0.03503514346235317,63,0,0
33,1,2,1,0.035143462353167725,323,0,0
39,1,1,0,0.05115058732909686,1007,0,0
32,4,2,1,0.026297419603312153,383,0,0
38,9,1,1,0.024877238590410168,256,0,0
32,7,1,1,0.036720103986135184,668,0,0
29,9,2,2,0.03264009243212016,215,1,0
40,1,1,0,0.020099171962256884,348,1,0
33,9,2,2,0.030100616214134412,282,1,0
36,9,1,0,0.06299345272482187,86,1,0
53,0,1,1,0.0672419603312151,104,0,0
32,1,1,0,0.08900202195262853,408,1,0
41,1,1,0,0.01434623531677258,370,0,0
35,4,0,1,0.024167148083959176,48,0,0
47,2,0,1,0.02739264394377046,279,0,0
31,0,1,1,0.07631667629501251,225,2,0
38,7,1,1,0.07782110533410361,193,1,0
42,9,0,1,0.030028403620258038,804,0,0
45,1,1,0,0.05827556325823224,580,0,0
27,9,2,1,0.030365395725014444,119,2,0
34,1,1,0,0.05541113036780281,115,0,0
42,0,2,1,0.031508761794723665,332,0,0
44,1,0,0,0.023577411900635472,614,0,0
35,4,1,2,0.045614288465241674,102,1,0
53,1,1,0,0.02557529366454843,1410,0,0
33,4,2,2,0.03980117465819372,633,1,0
32,9,2,2,0.03389177739264394,944,0,1
40,1,1,1,0.031701328711727324,340,0,0
44,4,1,2,0.02313210090506451,201,1,0
53,4,1,2,0.03854948969766994,427,0,0
40,7,0,0,0.028343443096476025,1156,0,1
37,4,1,2,0.04185923358367032,110,0,0
34,4,2,2,0.033169651453880226,81,0,0
32,4,2,2,0.12420566146735991,245,0,0
34,0,1,1,0.023625553629886387,193,0,0
33,7,2,1,0.024455998459464664,271,0,0
37,1,1,1,0.026839014057384942,390,0,0
54,1,2,1,0.02393847487001733,226,0,0
33,4,0,2,0.028993356441363374,260,1,0
31,0,1,1,0.020628730984016946,252,0,0
41,7,1,1,0.02413104178702099,41,1,0
33,7,2,1,0.04602349316387445,239,0,0
41,9,1,1,0.027994415559406894,261,1,0
48,4,2,2,0.024973522048911997,222,0,0
37,1,1,1,0.029775659541690737,37,0,0
42,7,1,1,0.0322790294627383,80,1,0
56,5,1,1,0.0676632004621606,156,1,1
44,1,1,0,0.02603264009243212,85,1,0
34,7,2,1,0.02267475447718082,112,0,0
52,4,1,0,0.02385422684382823,402,0,0
34,1,1,1,0.03632293471981514,408,0,0
55,0,1,1,0.033085403427691125,85,0,0
25,8,2,1,0.044218178316965145,224,0,0
36,7,1,1,0.028162911611785094,294,0,0
34,7,1,1,0.025202195262853843,175,0,0
33,2,1,1,0.024299537839399192,114,0,0
33,1,1,1,0.028560080878105142,552,0,0
36,1,1,0,0.027994415559406894,238,0,0
37,1,2,1,0.0237579433853264,416,0,0
38,0,2,1,0.025623435393799344,71,2,0
47,1,1,1,0.04116117850953206,41,1,0
30,7,1,1,0.02567157712305026,294,0,0
34,7,1,1,0.03113566339302908,282,0,0
33,0,1,1,0.022759002503369923,612,0,0
36,1,2,0,0.02584007317542846,199,0,0
38,1,1,0,0.06169362603504718,198,0,0
38,4,2,2,0.023095994608126325,156,0,0
50,0,1,1,0.028836895821297902,77,0,0
52,1,1,1,0.03921143847487002,267,0,0
52,1,1,1,0.029510880030810708,246,0,0
35,1,1,1,0.02620113614481032,1017,1,1
43,7,1,0,0.021615636433660698,313,0,0
31,7,1,1,0.020712979010206047,135,0,0
43,1,1,0,0.02049634122857693,351,0,0
34,1,1,1,0.053906701328711726,126,1,0
32,1,1,1,0.027910167533217792,456,0,0
54,4,1,1,0.021074041979587906,76,0,0
38,1,1,1,0.12430194492586173,39,1,0
38,7,1,2,0.02267475447718082,239,0,0
28,1,2,1,0.03549248989023686,406,0,0
32,4,0,2,0.02621317157712305,1095,2,1
36,9,2,2,0.03073849412670903,122,0,0
43,1,1,1,0.0340843443096476,185,1,0
43,0,2,1,0.025599364529173888,31,0,0
31,1,1,1,0.030594068938956286,268,0,0
28,2,1,1,0.02857211631041787,728,1,0
30,1,2,1,0.03436115925284036,283,1,0
46,1,1,0,0.020568553822453303,250,0,0
54,4,1,2,0.10120595031773541,231,0,0
34,1,1,0,0.026634411708068555,952,0,1
34,0,2,1,0.029871943000192566,365,0,0
31,6,2,2,0.029631234353937993,664,0,0
31,0,2,1,0.025358655882919315,508,2,0
43,0,1,1,0.025250336992104758,421,0,0
54,1,1,0,0.029306277681494318,251,0,0
36,7,0,1,0.02920999422299249,101,0,0
30,7,1,1,0.022157230887733487,79,1,0
55,1,2,0,0.036960812632389754,113,0,0
28,9,2,1,0.02286732139418448,268,0,0
22,1,2,1,0.023926439437704602,531,1,0
55,4,1,2,0.0287526477951088,58,1,0
35,7,1,1,0.028174947044097825,69,0,0
38,4,1,2,0.02131475062584248,141,0,0
36,4,2,2,0.03414452147121125,72,1,0
34,4,1,2,0.02792220296553052,28,0,0
41,0,1,1,0.03483054111303678,47,0,0
48,1,1,1,0.036431253610629696,264,0,0
45,9,0,1,0.03442133641440401,183,0,0
40,1,0,0,0.02496148661659927,139,0,0
34,7,1,1,0.026694588869632198,139,0,0
30,9,1,1,0.027464856537646833,132,0,0
33,1,2,1,0.0705155979202773,515,1,0
32,6,1,0,0.035600808781051416,38,0,0
30,1,1,1,0.022698825341806277,291,0,0
37,9,1,1,0.02159156556903524,921,0,0
44,2,1,1,0.03335018293857115,519,0,0
22,1,2,1,0.02259050645099172,84,1,0
28,7,2,1,0.02793423839784325,219,0,0
44,1,1,0,0.025418833044482957,273,1,0
31,1,1,0,0.02386626227614096,193,1,0
34,0,1,1,0.022927498555748122,332,0,0
37,4,1,2,0.13423117658386288,71,0,0
33,9,0,1,0.025960427498555746,181,0,0
36,1,2,1,0.025984498363181206,89,0,0
31,9,2,2,0.034529655305218565,997,0,1
34,4,1,2,0.02376997881763913,144,0,0
54,0,1,1,0.027801848642403235,74,0,0
40,9,2,1,0.029366454843057964,234,0,0
45,1,1,0,0.02593635663393029,245,0,0
29,9,2,1,0.025142018101290197,218,0,0
32,1,1,1,0.02538272674754477,574,0,1
49,0,1,1,0.03586558829193145,609,0,0
39,0,1,1,0.025803966878490275,146,0,0
